Nombre de la imagen	Clasificación generada	Clasificación real
processed512/cross_01_freq_reflect_a03ae6f6-bc71-11ee-aef0-047c16a08772_0-1_80-90.png	cross	cross
processed512/box_01_freq_reflect_e3744294-aba9-11ee-b4d0-047c16a08772_0-237_80-90.png	box	box
processed512/cross_01_freq_reflect_e9503ad7-c681-11ee-809f-047c16a08772_0-775_80-90.png	cross	cross
processed512/cross_01_freq_reflect_3be7fd33-bd16-11ee-be43-047c16a08772_0-598_80-90.png	cross	cross
processed512/cross_01_freq_reflect_3bb122d5-e627-11ee-9e43-a4c3f0508c4a_0-105_80-90.png	cross	cross
processed512/circ_01_freq_reflect_56dee422-b317-11ee-bb58-047c16a08772_0-1493_80-90.png	circ	circ
processed512/box_01_freq_reflect_b6b02fee-a8bb-11ee-8e20-047c16a08772_0-37_80-90.png	box	box
processed512/box_01_freq_reflect_2a1a6b92-ea35-11ee-b922-047c16a08772_0-288_80-90.png	cross	box
processed512/box_01_freq_reflect_b6b02fee-a8bb-11ee-8e20-047c16a08772_0-280_80-90.png	box	box
processed512/cross_01_freq_reflect_8079ceb8-e14d-11ee-9a7b-047c16a08772_0-401_80-90.png	cross	cross
processed512/cross_01_freq_reflect_bb139a98-e549-11ee-944e-047c16a08772_0-335_80-90.png	box	cross
processed512/circ_01_freq_reflect_bd00bd23-e53b-11ee-a555-047c16a08772_0-160_80-90.png	circ	circ
processed512/circ_01_freq_reflect_56dee422-b317-11ee-bb58-047c16a08772_0-805_80-90.png	circ	circ
processed512/circ_01_freq_reflect_6d743d30-e161-11ee-907c-047c16a08772_0-466_80-90.png	circ	circ
processed512/cross_01_freq_reflect_3be7fd33-bd16-11ee-be43-047c16a08772_0-68_80-90.png	cross	cross
processed512/cross_01_freq_reflect_bb139a98-e549-11ee-944e-047c16a08772_0-209_80-90.png	cross	cross
processed512/box_01_freq_reflect_0ed3a0e8-a653-11ee-9db6-047c16a08772_0-565_80-90.png	box	box
processed512/cross_01_freq_reflect_bb139a98-e549-11ee-944e-047c16a08772_0-814_80-90.png	cross	cross
processed512/box_01_freq_reflect_2a1a6b92-ea35-11ee-b922-047c16a08772_0-897_80-90.png	box	box
processed512/circ_01_freq_reflect_56dee422-b317-11ee-bb58-047c16a08772_0-1506_80-90.png	circ	circ
processed512/cross_01_freq_reflect_3be7fd33-bd16-11ee-be43-047c16a08772_0-1060_80-90.png	cross	cross
processed512/cross_01_freq_reflect_3bb122d5-e627-11ee-9e43-a4c3f0508c4a_0-140_80-90.png	cross	cross
processed512/box_01_freq_reflect_b6b02fee-a8bb-11ee-8e20-047c16a08772_0-802_80-90.png	box	box
processed512/cross_01_freq_reflect_dc0015a7-e854-11ee-88eb-a4c3f0508c4a_0-525_80-90.png	cross	cross
processed512/box_01_freq_reflect_7262ded2-a81d-11ee-8e0e-047c16a08772_0-783_80-90.png	cross	box
processed512/cross_01_freq_reflect_3be7fd33-bd16-11ee-be43-047c16a08772_0-558_80-90.png	cross	cross
processed512/circ_01_freq_reflect_bd00bd23-e53b-11ee-a555-047c16a08772_0-839_80-90.png	circ	circ
processed512/circ_01_freq_reflect_bd00bd23-e53b-11ee-a555-047c16a08772_0-772_80-90.png	circ	circ
processed512/cross_01_freq_reflect_7357cade-0e1a-11ef-859e-047c16a08772_0-171_80-90.png	cross	cross
processed512/box_01_freq_reflect_0ed3a0e8-a653-11ee-9db6-047c16a08772_0-573_80-90.png	box	box
processed512/cross_01_freq_reflect_8079ceb8-e14d-11ee-9a7b-047c16a08772_0-199_80-90.png	cross	cross
processed512/box_01_freq_reflect_e3744294-aba9-11ee-b4d0-047c16a08772_0-532_80-90.png	box	box
processed512/circ_01_freq_reflect_6d743d30-e161-11ee-907c-047c16a08772_0-311_80-90.png	circ	circ
processed512/box_01_freq_reflect_2a1a6b92-ea35-11ee-b922-047c16a08772_0-108_80-90.png	cross	box
processed512/box_01_freq_reflect_e3744294-aba9-11ee-b4d0-047c16a08772_0-246_80-90.png	box	box
processed512/cross_01_freq_reflect_3be7fd33-bd16-11ee-be43-047c16a08772_0-838_80-90.png	cross	cross
processed512/cross_01_freq_reflect_b1de6052-eca2-11ee-9194-047c16a08772_0-721_80-90.png	cross	cross
processed512/box_01_freq_reflect_b6b02fee-a8bb-11ee-8e20-047c16a08772_0-961_80-90.png	box	box
processed512/box_01_freq_reflect_b6b02fee-a8bb-11ee-8e20-047c16a08772_0-913_80-90.png	cross	box
processed512/box_01_freq_reflect_0ed3a0e8-a653-11ee-9db6-047c16a08772_0-477_80-90.png	cross	box
processed512/box_01_freq_reflect_b6b02fee-a8bb-11ee-8e20-047c16a08772_0-899_80-90.png	box	box
processed512/circ_01_freq_reflect_6d743d30-e161-11ee-907c-047c16a08772_0-68_80-90.png	circ	circ
processed512/circ_01_freq_reflect_6d743d30-e161-11ee-907c-047c16a08772_0-16_80-90.png	circ	circ
processed512/circ_01_freq_reflect_6d743d30-e161-11ee-907c-047c16a08772_0-348_80-90.png	circ	circ
processed512/circ_01_freq_reflect_56dee422-b317-11ee-bb58-047c16a08772_0-613_80-90.png	circ	circ
processed512/box_01_freq_reflect_e3744294-aba9-11ee-b4d0-047c16a08772_0-57_80-90.png	box	box
processed512/circ_01_freq_reflect_6d743d30-e161-11ee-907c-047c16a08772_0-577_80-90.png	circ	circ
processed512/box_01_freq_reflect_e3744294-aba9-11ee-b4d0-047c16a08772_0-279_80-90.png	box	box
processed512/circ_01_freq_reflect_56dee422-b317-11ee-bb58-047c16a08772_0-980_80-90.png	circ	circ
processed512/cross_01_freq_reflect_a03ae6f6-bc71-11ee-aef0-047c16a08772_0-15_80-90.png	box	cross
processed512/cross_01_freq_reflect_3be7fd33-bd16-11ee-be43-047c16a08772_0-166_80-90.png	cross	cross
processed512/circ_01_freq_reflect_bd00bd23-e53b-11ee-a555-047c16a08772_0-831_80-90.png	circ	circ
processed512/cross_01_freq_reflect_bb139a98-e549-11ee-944e-047c16a08772_0-282_80-90.png	cross	cross
processed512/circ_01_freq_reflect_b7692f2a-b9ff-11ee-8bd2-047c16a08772_0-383_80-90.png	circ	circ
processed512/box_01_freq_reflect_b6b02fee-a8bb-11ee-8e20-047c16a08772_0-613_80-90.png	box	box
processed512/box_01_freq_reflect_e3744294-aba9-11ee-b4d0-047c16a08772_0-200_80-90.png	box	box
processed512/box_01_freq_reflect_b6b02fee-a8bb-11ee-8e20-047c16a08772_0-685_80-90.png	box	box
processed512/circ_01_freq_reflect_56dee422-b317-11ee-bb58-047c16a08772_0-1004_80-90.png	circ	circ
processed512/cross_01_freq_reflect_8079ceb8-e14d-11ee-9a7b-047c16a08772_0-465_80-90.png	cross	cross
processed512/circ_01_freq_reflect_bd00bd23-e53b-11ee-a555-047c16a08772_0-617_80-90.png	circ	circ
processed512/cross_01_freq_reflect_3be7fd33-bd16-11ee-be43-047c16a08772_0-16_80-90.png	cross	cross
processed512/circ_01_freq_reflect_56dee422-b317-11ee-bb58-047c16a08772_0-648_80-90.png	circ	circ
processed512/circ_01_freq_reflect_56dee422-b317-11ee-bb58-047c16a08772_0-852_80-90.png	circ	circ
processed512/cross_01_freq_reflect_7357cade-0e1a-11ef-859e-047c16a08772_0-225_80-90.png	cross	cross
processed512/cross_01_freq_reflect_3bb122d5-e627-11ee-9e43-a4c3f0508c4a_0-158_80-90.png	box	cross
processed512/box_01_freq_reflect_2a1a6b92-ea35-11ee-b922-047c16a08772_0-800_80-90.png	cross	box
processed512/box_01_freq_reflect_e3744294-aba9-11ee-b4d0-047c16a08772_0-194_80-90.png	box	box
processed512/cross_01_freq_reflect_bb139a98-e549-11ee-944e-047c16a08772_0-562_80-90.png	cross	cross
processed512/cross_01_freq_reflect_bb139a98-e549-11ee-944e-047c16a08772_0-281_80-90.png	cross	cross
processed512/cross_01_freq_reflect_3be7fd33-bd16-11ee-be43-047c16a08772_0-1040_80-90.png	cross	cross
processed512/circ_01_freq_reflect_bd00bd23-e53b-11ee-a555-047c16a08772_0-923_80-90.png	circ	circ
processed512/box_01_freq_reflect_e3744294-aba9-11ee-b4d0-047c16a08772_0-3_80-90.png	box	box
processed512/circ_01_freq_reflect_bd00bd23-e53b-11ee-a555-047c16a08772_0-408_80-90.png	circ	circ
processed512/cross_01_freq_reflect_bb139a98-e549-11ee-944e-047c16a08772_0-450_80-90.png	box	cross
processed512/circ_01_freq_reflect_56dee422-b317-11ee-bb58-047c16a08772_0-1105_80-90.png	circ	circ
processed512/box_01_freq_reflect_09a2f2c2-ad7f-11ee-bb2a-047c16a08772_0-87_80-90.png	cross	box
processed512/circ_01_freq_reflect_bd00bd23-e53b-11ee-a555-047c16a08772_0-502_80-90.png	circ	circ
processed512/box_01_freq_reflect_0ed3a0e8-a653-11ee-9db6-047c16a08772_0-469_80-90.png	cross	box
processed512/cross_01_freq_reflect_8079ceb8-e14d-11ee-9a7b-047c16a08772_0-216_80-90.png	cross	cross
processed512/cross_01_freq_reflect_bb139a98-e549-11ee-944e-047c16a08772_0-551_80-90.png	cross	cross
processed512/box_01_freq_reflect_c49e201f-ae96-11ee-88f3-047c16a08772_0-278_80-90.png	box	box
processed512/cross_01_freq_reflect_08722430-e07c-11ee-9128-047c16a08772_0-88_80-90.png	cross	cross
processed512/cross_01_freq_reflect_08722430-e07c-11ee-9128-047c16a08772_0-110_80-90.png	cross	cross
processed512/box_01_freq_reflect_c49e201f-ae96-11ee-88f3-047c16a08772_0-43_80-90.png	box	box
processed512/cross_01_freq_reflect_bb139a98-e549-11ee-944e-047c16a08772_0-115_80-90.png	cross	cross
processed512/circ_01_freq_reflect_56dee422-b317-11ee-bb58-047c16a08772_0-1595_80-90.png	circ	circ
processed512/circ_01_freq_reflect_56dee422-b317-11ee-bb58-047c16a08772_0-1214_80-90.png	circ	circ
processed512/box_01_freq_reflect_e3744294-aba9-11ee-b4d0-047c16a08772_0-13_80-90.png	box	box
processed512/cross_01_freq_reflect_e9503ad7-c681-11ee-809f-047c16a08772_0-632_80-90.png	cross	cross
processed512/cross_01_freq_reflect_b1de6052-eca2-11ee-9194-047c16a08772_0-444_80-90.png	cross	cross
processed512/cross_01_freq_reflect_3bb122d5-e627-11ee-9e43-a4c3f0508c4a_0-302_80-90.png	cross	cross
processed512/cross_01_freq_reflect_3bb122d5-e627-11ee-9e43-a4c3f0508c4a_0-182_80-90.png	cross	cross
processed512/box_01_freq_reflect_967f6d73-0e1b-11ef-bd76-047c16a08772_0-82_80-90.png	box	box
processed512/cross_01_freq_reflect_8079ceb8-e14d-11ee-9a7b-047c16a08772_0-278_80-90.png	box	cross
processed512/cross_01_freq_reflect_bb139a98-e549-11ee-944e-047c16a08772_0-939_80-90.png	cross	cross
processed512/cross_01_freq_reflect_3be7fd33-bd16-11ee-be43-047c16a08772_0-256_80-90.png	cross	cross
processed512/circ_01_freq_reflect_6d743d30-e161-11ee-907c-047c16a08772_0-299_80-90.png	circ	circ
processed512/circ_01_freq_reflect_56dee422-b317-11ee-bb58-047c16a08772_0-1566_80-90.png	circ	circ
processed512/circ_01_freq_reflect_56dee422-b317-11ee-bb58-047c16a08772_0-326_80-90.png	circ	circ
processed512/box_01_freq_reflect_967f6d73-0e1b-11ef-bd76-047c16a08772_0-31_80-90.png	box	box
processed512/circ_01_freq_reflect_56dee422-b317-11ee-bb58-047c16a08772_0-1056_80-90.png	circ	circ
processed512/cross_01_freq_reflect_e9503ad7-c681-11ee-809f-047c16a08772_0-470_80-90.png	cross	cross
processed512/cross_01_freq_reflect_b1de6052-eca2-11ee-9194-047c16a08772_0-784_80-90.png	cross	cross
processed512/circ_01_freq_reflect_56dee422-b317-11ee-bb58-047c16a08772_0-1527_80-90.png	circ	circ
processed512/cross_01_freq_reflect_3be7fd33-bd16-11ee-be43-047c16a08772_0-392_80-90.png	cross	cross
processed512/box_01_freq_reflect_2a1a6b92-ea35-11ee-b922-047c16a08772_0-932_80-90.png	box	box
processed512/cross_01_freq_reflect_bb139a98-e549-11ee-944e-047c16a08772_0-300_80-90.png	cross	cross
processed512/cross_01_freq_reflect_e9503ad7-c681-11ee-809f-047c16a08772_0-245_80-90.png	cross	cross
processed512/cross_01_freq_reflect_b1de6052-eca2-11ee-9194-047c16a08772_0-637_80-90.png	box	cross
processed512/cross_01_freq_reflect_dc0015a7-e854-11ee-88eb-a4c3f0508c4a_0-482_80-90.png	box	cross
processed512/circ_01_freq_reflect_536ce6b7-e07b-11ee-9fac-047c16a08772_0-105_80-90.png	circ	circ
processed512/cross_01_freq_reflect_e9503ad7-c681-11ee-809f-047c16a08772_0-355_80-90.png	box	cross
processed512/box_01_freq_reflect_e3744294-aba9-11ee-b4d0-047c16a08772_0-386_80-90.png	box	box
processed512/circ_01_freq_reflect_b7692f2a-b9ff-11ee-8bd2-047c16a08772_0-1_80-90.png	circ	circ
processed512/box_01_freq_reflect_b6b02fee-a8bb-11ee-8e20-047c16a08772_0-824_80-90.png	box	box
processed512/box_01_freq_reflect_7262ded2-a81d-11ee-8e0e-047c16a08772_0-23_80-90.png	box	box
processed512/circ_01_freq_reflect_bd00bd23-e53b-11ee-a555-047c16a08772_0-54_80-90.png	circ	circ
processed512/circ_01_freq_reflect_56dee422-b317-11ee-bb58-047c16a08772_0-831_80-90.png	circ	circ
processed512/box_01_freq_reflect_c49e201f-ae96-11ee-88f3-047c16a08772_0-214_80-90.png	box	box
processed512/cross_01_freq_reflect_3be7fd33-bd16-11ee-be43-047c16a08772_0-566_80-90.png	cross	cross
processed512/circ_01_freq_reflect_bc37ca3a-c608-11ee-97a2-047c16a08772_0-156_80-90.png	circ	circ
processed512/circ_01_freq_reflect_56dee422-b317-11ee-bb58-047c16a08772_0-1032_80-90.png	circ	circ
processed512/circ_01_freq_reflect_56dee422-b317-11ee-bb58-047c16a08772_0-365_80-90.png	circ	circ
processed512/box_01_freq_reflect_b6b02fee-a8bb-11ee-8e20-047c16a08772_0-203_80-90.png	box	box
processed512/cross_01_freq_reflect_b1de6052-eca2-11ee-9194-047c16a08772_0-790_80-90.png	cross	cross
processed512/box_01_freq_reflect_c49e201f-ae96-11ee-88f3-047c16a08772_0-168_80-90.png	box	box
processed512/circ_01_freq_reflect_56dee422-b317-11ee-bb58-047c16a08772_0-647_80-90.png	circ	circ
processed512/circ_01_freq_reflect_6d743d30-e161-11ee-907c-047c16a08772_0-351_80-90.png	circ	circ
processed512/circ_01_freq_reflect_6d743d30-e161-11ee-907c-047c16a08772_0-643_80-90.png	circ	circ
processed512/cross_01_freq_reflect_8079ceb8-e14d-11ee-9a7b-047c16a08772_0-214_80-90.png	cross	cross
processed512/circ_01_freq_reflect_56dee422-b317-11ee-bb58-047c16a08772_0-1051_80-90.png	circ	circ
processed512/cross_01_freq_reflect_e9503ad7-c681-11ee-809f-047c16a08772_0-891_80-90.png	cross	cross
processed512/circ_01_freq_reflect_bc37ca3a-c608-11ee-97a2-047c16a08772_0-91_80-90.png	circ	circ
processed512/circ_01_freq_reflect_b7692f2a-b9ff-11ee-8bd2-047c16a08772_0-309_80-90.png	circ	circ
processed512/box_01_freq_reflect_2a1a6b92-ea35-11ee-b922-047c16a08772_0-97_80-90.png	box	box
processed512/cross_01_freq_reflect_3be7fd33-bd16-11ee-be43-047c16a08772_0-703_80-90.png	cross	cross
processed512/box_01_freq_reflect_0ed3a0e8-a653-11ee-9db6-047c16a08772_0-131_80-90.png	box	box
processed512/box_01_freq_reflect_2a1a6b92-ea35-11ee-b922-047c16a08772_0-507_80-90.png	box	box
processed512/circ_01_freq_reflect_6d743d30-e161-11ee-907c-047c16a08772_0-447_80-90.png	circ	circ
processed512/box_01_freq_reflect_e3744294-aba9-11ee-b4d0-047c16a08772_0-471_80-90.png	box	box
processed512/circ_01_freq_reflect_56dee422-b317-11ee-bb58-047c16a08772_0-1276_80-90.png	circ	circ
processed512/cross_01_freq_reflect_bb139a98-e549-11ee-944e-047c16a08772_0-83_80-90.png	cross	cross
processed512/circ_01_freq_reflect_bd00bd23-e53b-11ee-a555-047c16a08772_0-922_80-90.png	circ	circ
processed512/box_01_freq_reflect_2a1a6b92-ea35-11ee-b922-047c16a08772_0-824_80-90.png	cross	box
processed512/cross_01_freq_reflect_bb139a98-e549-11ee-944e-047c16a08772_0-297_80-90.png	cross	cross
processed512/box_01_freq_reflect_0ed3a0e8-a653-11ee-9db6-047c16a08772_0-598_80-90.png	box	box
processed512/box_01_freq_reflect_2a1a6b92-ea35-11ee-b922-047c16a08772_0-599_80-90.png	cross	box
processed512/cross_01_freq_reflect_b1de6052-eca2-11ee-9194-047c16a08772_0-146_80-90.png	cross	cross
processed512/box_01_freq_reflect_b6b02fee-a8bb-11ee-8e20-047c16a08772_0-669_80-90.png	box	box
processed512/circ_01_freq_reflect_b7692f2a-b9ff-11ee-8bd2-047c16a08772_0-32_80-90.png	circ	circ
processed512/cross_01_freq_reflect_8079ceb8-e14d-11ee-9a7b-047c16a08772_0-288_80-90.png	cross	cross
processed512/cross_01_freq_reflect_7357cade-0e1a-11ef-859e-047c16a08772_0-229_80-90.png	cross	cross
processed512/box_01_freq_reflect_b6b02fee-a8bb-11ee-8e20-047c16a08772_0-494_80-90.png	box	box
processed512/circ_01_freq_reflect_6d743d30-e161-11ee-907c-047c16a08772_0-397_80-90.png	circ	circ
processed512/box_01_freq_reflect_d31e1e9f-a766-11ee-8b8e-047c16a08772_0-511_80-90.png	box	box
processed512/box_01_freq_reflect_2a1a6b92-ea35-11ee-b922-047c16a08772_0-67_80-90.png	box	box
processed512/box_01_freq_reflect_b6b02fee-a8bb-11ee-8e20-047c16a08772_0-76_80-90.png	box	box
processed512/box_01_freq_reflect_c49e201f-ae96-11ee-88f3-047c16a08772_0-173_80-90.png	box	box
processed512/circ_01_freq_reflect_6d743d30-e161-11ee-907c-047c16a08772_0-323_80-90.png	circ	circ
processed512/cross_01_freq_reflect_b1de6052-eca2-11ee-9194-047c16a08772_0-753_80-90.png	cross	cross
processed512/cross_01_freq_reflect_89962313-bbc8-11ee-a7fe-047c16a08772_0-48_80-90.png	cross	cross
processed512/circ_01_freq_reflect_6d743d30-e161-11ee-907c-047c16a08772_0-522_80-90.png	circ	circ
processed512/cross_01_freq_reflect_dc0015a7-e854-11ee-88eb-a4c3f0508c4a_0-480_80-90.png	cross	cross
processed512/circ_01_freq_reflect_6d743d30-e161-11ee-907c-047c16a08772_0-612_80-90.png	circ	circ
processed512/circ_01_freq_reflect_6d743d30-e161-11ee-907c-047c16a08772_0-855_80-90.png	circ	circ
processed512/cross_01_freq_reflect_dc0015a7-e854-11ee-88eb-a4c3f0508c4a_0-521_80-90.png	cross	cross
processed512/circ_01_freq_reflect_56dee422-b317-11ee-bb58-047c16a08772_0-1558_80-90.png	circ	circ
processed512/cross_01_freq_reflect_b1de6052-eca2-11ee-9194-047c16a08772_0-580_80-90.png	cross	cross
processed512/cross_01_freq_reflect_3be7fd33-bd16-11ee-be43-047c16a08772_0-234_80-90.png	cross	cross
processed512/circ_01_freq_reflect_bd00bd23-e53b-11ee-a555-047c16a08772_0-176_80-90.png	circ	circ
processed512/circ_01_freq_reflect_bd00bd23-e53b-11ee-a555-047c16a08772_0-343_80-90.png	circ	circ
processed512/cross_01_freq_reflect_bb139a98-e549-11ee-944e-047c16a08772_0-891_80-90.png	box	cross
processed512/cross_01_freq_reflect_dc0015a7-e854-11ee-88eb-a4c3f0508c4a_0-485_80-90.png	box	cross
processed512/box_01_freq_reflect_c49e201f-ae96-11ee-88f3-047c16a08772_0-204_80-90.png	box	box
processed512/circ_01_freq_reflect_bc37ca3a-c608-11ee-97a2-047c16a08772_0-7_80-90.png	circ	circ
processed512/cross_01_freq_reflect_3be7fd33-bd16-11ee-be43-047c16a08772_0-217_80-90.png	cross	cross
processed512/cross_01_freq_reflect_3bb122d5-e627-11ee-9e43-a4c3f0508c4a_0-193_80-90.png	cross	cross
processed512/box_01_freq_reflect_2a1a6b92-ea35-11ee-b922-047c16a08772_0-543_80-90.png	box	box
processed512/box_01_freq_reflect_2a1a6b92-ea35-11ee-b922-047c16a08772_0-263_80-90.png	box	box
processed512/circ_01_freq_reflect_bc37ca3a-c608-11ee-97a2-047c16a08772_0-155_80-90.png	circ	circ
processed512/cross_01_freq_reflect_08722430-e07c-11ee-9128-047c16a08772_0-89_80-90.png	cross	cross
processed512/cross_01_freq_reflect_b1de6052-eca2-11ee-9194-047c16a08772_0-777_80-90.png	cross	cross
processed512/cross_01_freq_reflect_3bb122d5-e627-11ee-9e43-a4c3f0508c4a_0-109_80-90.png	cross	cross
processed512/cross_01_freq_reflect_e9503ad7-c681-11ee-809f-047c16a08772_0-529_80-90.png	cross	cross
processed512/cross_01_freq_reflect_e9503ad7-c681-11ee-809f-047c16a08772_0-451_80-90.png	cross	cross
processed512/cross_01_freq_reflect_bb139a98-e549-11ee-944e-047c16a08772_0-900_80-90.png	cross	cross
processed512/circ_01_freq_reflect_56dee422-b317-11ee-bb58-047c16a08772_0-1514_80-90.png	circ	circ
processed512/circ_01_freq_reflect_56dee422-b317-11ee-bb58-047c16a08772_0-1475_80-90.png	circ	circ
processed512/box_01_freq_reflect_e3744294-aba9-11ee-b4d0-047c16a08772_0-487_80-90.png	box	box
processed512/cross_01_freq_reflect_e9503ad7-c681-11ee-809f-047c16a08772_0-785_80-90.png	cross	cross
processed512/cross_01_freq_reflect_dc0015a7-e854-11ee-88eb-a4c3f0508c4a_0-397_80-90.png	cross	cross
processed512/circ_01_freq_reflect_536ce6b7-e07b-11ee-9fac-047c16a08772_0-19_80-90.png	circ	circ
processed512/cross_01_freq_reflect_3be7fd33-bd16-11ee-be43-047c16a08772_0-27_80-90.png	cross	cross
processed512/cross_01_freq_reflect_3be7fd33-bd16-11ee-be43-047c16a08772_0-622_80-90.png	cross	cross
processed512/cross_01_freq_reflect_8079ceb8-e14d-11ee-9a7b-047c16a08772_0-85_80-90.png	cross	cross
processed512/cross_01_freq_reflect_89962313-bbc8-11ee-a7fe-047c16a08772_0-63_80-90.png	cross	cross
processed512/cross_01_freq_reflect_e9503ad7-c681-11ee-809f-047c16a08772_0-412_80-90.png	cross	cross
processed512/cross_01_freq_reflect_e9503ad7-c681-11ee-809f-047c16a08772_0-125_80-90.png	cross	cross
processed512/box_01_freq_reflect_e3744294-aba9-11ee-b4d0-047c16a08772_0-498_80-90.png	box	box
processed512/circ_01_freq_reflect_bd00bd23-e53b-11ee-a555-047c16a08772_0-262_80-90.png	circ	circ
processed512/circ_01_freq_reflect_bd00bd23-e53b-11ee-a555-047c16a08772_0-853_80-90.png	circ	circ
processed512/circ_01_freq_reflect_bd00bd23-e53b-11ee-a555-047c16a08772_0-103_80-90.png	circ	circ
processed512/cross_01_freq_reflect_a03ae6f6-bc71-11ee-aef0-047c16a08772_0-48_80-90.png	cross	cross
processed512/cross_01_freq_reflect_3be7fd33-bd16-11ee-be43-047c16a08772_0-213_80-90.png	cross	cross
processed512/box_01_freq_reflect_c49e201f-ae96-11ee-88f3-047c16a08772_0-239_80-90.png	cross	box
processed512/cross_01_freq_reflect_bb139a98-e549-11ee-944e-047c16a08772_0-750_80-90.png	cross	cross
processed512/box_01_freq_reflect_c49e201f-ae96-11ee-88f3-047c16a08772_0-317_80-90.png	cross	box
processed512/box_01_freq_reflect_e3744294-aba9-11ee-b4d0-047c16a08772_0-302_80-90.png	box	box
processed512/circ_01_freq_reflect_bd00bd23-e53b-11ee-a555-047c16a08772_0-601_80-90.png	circ	circ
processed512/circ_01_freq_reflect_56dee422-b317-11ee-bb58-047c16a08772_0-1077_80-90.png	circ	circ
processed512/circ_01_freq_reflect_b7692f2a-b9ff-11ee-8bd2-047c16a08772_0-146_80-90.png	circ	circ
processed512/cross_01_freq_reflect_e9503ad7-c681-11ee-809f-047c16a08772_0-583_80-90.png	cross	cross
processed512/circ_01_freq_reflect_6d743d30-e161-11ee-907c-047c16a08772_0-409_80-90.png	circ	circ
processed512/cross_01_freq_reflect_b1de6052-eca2-11ee-9194-047c16a08772_0-513_80-90.png	cross	cross
processed512/circ_01_freq_reflect_536ce6b7-e07b-11ee-9fac-047c16a08772_0-167_80-90.png	circ	circ
processed512/circ_01_freq_reflect_56dee422-b317-11ee-bb58-047c16a08772_0-1523_80-90.png	circ	circ
processed512/circ_01_freq_reflect_56dee422-b317-11ee-bb58-047c16a08772_0-1303_80-90.png	circ	circ
processed512/box_01_freq_reflect_7262ded2-a81d-11ee-8e0e-047c16a08772_0-259_80-90.png	cross	box
processed512/cross_01_freq_reflect_e9503ad7-c681-11ee-809f-047c16a08772_0-552_80-90.png	cross	cross
processed512/box_01_freq_reflect_0ed3a0e8-a653-11ee-9db6-047c16a08772_0-440_80-90.png	box	box
processed512/box_01_freq_reflect_b6b02fee-a8bb-11ee-8e20-047c16a08772_0-373_80-90.png	box	box
processed512/box_01_freq_reflect_b6b02fee-a8bb-11ee-8e20-047c16a08772_0-730_80-90.png	box	box
processed512/circ_01_freq_reflect_56dee422-b317-11ee-bb58-047c16a08772_0-462_80-90.png	circ	circ
processed512/cross_01_freq_reflect_3bb122d5-e627-11ee-9e43-a4c3f0508c4a_0-42_80-90.png	cross	cross
processed512/circ_01_freq_reflect_56dee422-b317-11ee-bb58-047c16a08772_0-650_80-90.png	circ	circ
processed512/cross_01_freq_reflect_b1de6052-eca2-11ee-9194-047c16a08772_0-482_80-90.png	cross	cross
processed512/box_01_freq_reflect_b6b02fee-a8bb-11ee-8e20-047c16a08772_0-288_80-90.png	box	box
processed512/cross_01_freq_reflect_e9503ad7-c681-11ee-809f-047c16a08772_0-548_80-90.png	box	cross
processed512/box_01_freq_reflect_e3744294-aba9-11ee-b4d0-047c16a08772_0-342_80-90.png	box	box
processed512/circ_01_freq_reflect_bd00bd23-e53b-11ee-a555-047c16a08772_0-230_80-90.png	circ	circ
processed512/cross_01_freq_reflect_b1de6052-eca2-11ee-9194-047c16a08772_0-846_80-90.png	cross	cross
processed512/cross_01_freq_reflect_8079ceb8-e14d-11ee-9a7b-047c16a08772_0-91_80-90.png	cross	cross
processed512/circ_01_freq_reflect_b7692f2a-b9ff-11ee-8bd2-047c16a08772_0-377_80-90.png	circ	circ
processed512/box_01_freq_reflect_e3744294-aba9-11ee-b4d0-047c16a08772_0-266_80-90.png	box	box
processed512/box_01_freq_reflect_0ed3a0e8-a653-11ee-9db6-047c16a08772_0-571_80-90.png	box	box
processed512/cross_01_freq_reflect_08722430-e07c-11ee-9128-047c16a08772_0-77_80-90.png	cross	cross
processed512/cross_01_freq_reflect_3be7fd33-bd16-11ee-be43-047c16a08772_0-1026_80-90.png	cross	cross
processed512/circ_01_freq_reflect_56dee422-b317-11ee-bb58-047c16a08772_0-1285_80-90.png	circ	circ
processed512/circ_01_freq_reflect_536ce6b7-e07b-11ee-9fac-047c16a08772_0-151_80-90.png	circ	circ
processed512/circ_01_freq_reflect_bd00bd23-e53b-11ee-a555-047c16a08772_0-767_80-90.png	circ	circ
processed512/box_01_freq_reflect_d31e1e9f-a766-11ee-8b8e-047c16a08772_0-453_80-90.png	box	box
processed512/box_01_freq_reflect_b6b02fee-a8bb-11ee-8e20-047c16a08772_0-751_80-90.png	cross	box
processed512/cross_01_freq_reflect_bb139a98-e549-11ee-944e-047c16a08772_0-963_80-90.png	cross	cross
processed512/cross_01_freq_reflect_3be7fd33-bd16-11ee-be43-047c16a08772_0-522_80-90.png	cross	cross
processed512/cross_01_freq_reflect_b1de6052-eca2-11ee-9194-047c16a08772_0-530_80-90.png	cross	cross
processed512/circ_01_freq_reflect_56dee422-b317-11ee-bb58-047c16a08772_0-1451_80-90.png	circ	circ
processed512/box_01_freq_reflect_2a1a6b92-ea35-11ee-b922-047c16a08772_0-797_80-90.png	box	box
processed512/cross_01_freq_reflect_b1de6052-eca2-11ee-9194-047c16a08772_0-156_80-90.png	cross	cross
